geometry,WELL_ID,WELL_TEST_ID,LATTITUDE,LONGITUDE,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
POINT (-113.723974 51.060615),2390,451,51.060615,-113.723974,1065951,526.0,5.0,0.05,2.16,7.8,641.0,1540.0,0.9,397.0,11.9,0.01,0.04,742.0,91.7,329.0,3.0,40.9,4.73,2.16,84.3
POINT (-113.710964 51.082946),12567,11146,51.082946,-113.710964,1212297,526.0,22.9,0.05,0.05,8.65,595.0,987.0,2.37,17.3,3.49,0.009,0.03,293.0,5.4,365.0,1.26,0.92,0.235,0.071,96.5
POINT (-113.692757 51.067664),10136,9870,51.067664,-113.692757,1196059,177.0,8.0,0.05,0.05,8.71,199.0,524.0,4.8,6.0,193.0,0.0071,0.03,12.2,2.09,206.0,0.5,0.13,0.376,0.07,95.7
POINT (-113.692757 51.067707),1802,363,51.067707,-113.692757,1065011,179.0,6.0,0.05,0.05,8.6,206.0,524.0,4.4,1.0,172.0,0.01,0.01,28.6,0.5,211.0,0.5,0.1,0.55,0.07,99.3
POINT (-113.708083 51.082518),12629,6585,51.082518,-113.708083,1212397,523.0,5.0,0.05,0.05,8.18,638.0,989.0,1.77,72.5,12.1,0.0173,0.03,280.0,17.0,355.0,2.19,7.3,2.78,0.071,101.0
POINT (-113.69678 51.093915),11184,8232,51.093915,-113.69678,1205465,435.0,11.3,0.05,0.05,8.46,508.0,1520.0,2.45,37.9,14.4,0.0097,0.03,736.0,11.6,494.0,1.6,2.17,0.03,0.07,90.0
POINT (-113.730914 51.101081),9987,3324,51.101081,-113.730914,1175639,464.0,5.0,0.05,0.09,7.2,565.0,873.0,2.0,15.0,8.0,0.0081,0.07,281.0,4.24,297.0,0.59,0.99,0.51,0.09,85.6
POINT (-113.737997 51.097659),1497,5182,51.097659,-113.737997,1175635,560.0,5.0,0.06,10.9,8.2,683.0,1760.0,0.8,188.0,26.2,0.0097,0.049,827.0,34.9,460.0,5.38,24.6,0.207,10.9,79.8
POINT (-113.750726 51.074623),15288,15288,51.074623,-113.750726,1218546,248.0,7.1,0.05,0.1,8.36,288.0,3130.0,0.78,167.0,8.8,0.042,0.17,1970.0,51.9,942.0,3.0,9.11,0.15,0.11,96.0
POINT (-113.750796 51.074621),4936,15,51.074621,-113.750796,1066131,264.0,5.0,0.05,0.05,8.2,323.0,3230.0,0.7,138.0,7.7,0.04,0.1,2070.0,41.9,940.0,3.5,8.0,0.29,0.07,89.9
POINT (-113.754927 51.078778),4933,167,51.078778,-113.754927,1066119,365.0,5.0,0.05,0.05,7.8,446.0,2670.0,0.8,534.0,12.3,0.25,1.82,1530.0,128.0,726.0,5.6,52.1,2.02,0.07,107.0
POINT (-113.740514 51.096979),8440,4484,51.096979,-113.740514,1175631,775.0,36.0,0.05,4.9,8.3,871.0,1950.0,0.3,156.0,33.2,0.005,0.197,837.0,26.0,544.0,4.36,22.2,0.103,4.9,78.6
POINT (-113.76179 51.066417),9986,5181,51.066417,-113.76179,1175627,408.0,5.0,0.05,0.05,7.3,498.0,580.0,4.3,16.0,90.0,0.0057,0.343,4.7,4.5,231.0,0.5,1.07,91.3,0.07,94.0
POINT (-113.771453 51.053544),15300,15300,51.053544,-113.771453,1218558,421.0,13.4,0.05,1.12,8.4,486.0,2530.0,0.19,640.0,38.9,0.093,0.15,1460.0,147.0,554.0,5.2,66.4,0.15,1.12,92.6
POINT (-113.77144 51.05354),6207,11992,51.05354,-113.77144,1206973,389.0,5.0,0.01,1.7,7.1,474.0,2570.0,0.1,680.0,22.6,0.122,0.01,1460.0,153.0,616.0,4.8,72.4,0.03,1.7,100.0
POINT (-113.771453 51.053496),6633,10503,51.053496,-113.771453,1200667,440.0,5.0,0.05,1.29,7.3,537.0,2450.0,0.2,539.0,25.3,0.116,0.03,1440.0,117.0,531.0,3.98,59.9,0.051,1.29,85.8
POINT (-113.771033 51.052669),11012,5362,51.052669,-113.771033,1200699,413.0,5.0,0.05,0.05,7.1,503.0,1440.0,0.4,166.0,9.1,0.103,0.03,733.0,42.9,392.0,2.36,14.2,0.551,0.07,85.9
POINT (-113.77111 51.05271),6209,12137,51.05271,-113.77111,1206977,361.0,5.0,0.01,0.01,7.4,440.0,1390.0,0.1,159.0,9.3,0.102,0.57,663.0,44.3,441.0,2.7,11.7,0.74,0.01,110.0
POINT (-113.771033 51.052718),15301,15301,51.052718,-113.771033,1218559,396.0,17.8,0.05,0.1,8.56,447.0,1330.0,0.41,147.0,9.6,0.118,0.13,628.0,41.7,404.0,3.03,10.3,0.309,0.11,96.7
POINT (-113.758888 51.044802),6446,12922,51.044802,-113.758888,1213401,314.0,23.9,0.05,0.05,8.99,335.0,367.0,2.86,4.9,13.5,0.005,0.03,3.21,1.5,157.0,0.5,0.27,0.03,0.071,101.0
POINT (-113.762463 51.11537),9747,10417,51.11537,-113.762463,1204213,411.0,23.6,0.05,0.05,8.87,454.0,536.0,4.39,6.9,64.1,0.005,0.033,1.94,2.19,216.0,0.67,0.35,3.17,0.071,90.0
POINT (-113.773102 51.173624),3874,3825,51.173624,-113.773102,1174983,446.0,5.0,0.05,0.06,7.1,545.0,1300.0,2.2,32.0,14.5,0.02,0.02,530.0,9.5,475.0,1.9,2.0,1.61,0.07,104.0
POINT (-113.81305 51.2453),9573,8350,51.2453,-113.81305,1202109,350.0,5.0,0.05,14.5,7.75,428.0,2700.0,0.1,1120.0,8.3,0.025,0.15,1590.0,240.0,450.0,11.0,126.0,4.77,14.5,102.0
POINT (-113.79947 51.244232),9751,8562,51.244232,-113.79947,1204229,363.0,8.0,0.05,0.05,8.42,363.0,1790.0,0.99,111.0,8.06,0.057,0.27,955.0,30.4,563.0,2.6,8.45,7.02,0.071,100.0
POINT (-113.77506 51.22426),12661,12066,51.22426,-113.77506,1215005,394.0,5.0,0.1,0.1,8.2,480.0,1550.0,1.0,36.2,13.0,0.017,0.07,745.0,11.2,543.0,1.9,2.0,0.11,0.1,1.0
POINT (-113.76936 51.24054),13202,13202,51.24054,-113.76936,1215373,376.0,5.0,0.1,0.4,7.8,458.0,1860.0,1.2,443.0,18.0,0.039,0.03,1010.0,70.8,462.0,3.1,64.7,2.81,0.5,1.0
POINT (-113.76223 51.24329),13172,13172,51.24329,-113.76223,1215343,416.0,5.0,0.05,0.06,8.0,507.0,1540.0,0.6,41.5,16.0,0.008,0.14,742.0,11.5,517.0,2.0,3.1,0.17,0.06,1.0
POINT (-113.76154 51.2426),13174,13174,51.2426,-113.76154,1215345,395.0,5.0,0.06,0.56,8.0,482.0,1610.0,0.6,2.98,17.0,0.001,0.03,782.0,0.7,574.0,1.3,0.3,0.07,0.62,1.0
POINT (-113.761514 51.242544),1446,7925,51.242544,-113.761514,1175283,461.0,5.0,0.05,0.07,8.1,562.0,1600.0,0.9,36.0,13.3,0.01,0.4,710.0,8.5,583.0,2.1,3.5,1.23,0.07,107.0
POINT (-113.76553 51.21916),12616,12259,51.21916,-113.76553,1214457,418.0,5.0,0.05,0.2,8.4,501.0,573.0,5.2,7.71,9.5,0.002,0.02,58.0,2.1,247.0,0.7,0.6,0.03,0.2,1.1
POINT (-113.765497 51.219137),1447,7371,51.219137,-113.765497,1175287,479.0,5.0,0.05,0.05,7.5,584.0,644.0,5.2,10.0,8.0,0.01,0.01,79.2,2.9,260.0,0.9,0.7,0.02,0.07,98.4
POINT (-113.76122 51.21035),15684,15684,51.21035,-113.76122,1218934,276.0,5.0,0.01,0.01,8.1,337.0,3890.0,0.1,260.0,74.2,0.001,0.02,2390.0,72.6,1160.0,6.4,19.0,3.66,0.01,100.0
POINT (-113.756245 51.21842),1443,8186,51.21842,-113.756245,1175259,180.0,5.0,0.05,0.05,7.7,220.0,643.0,2.8,9.0,213.0,0.01,0.01,37.5,3.1,273.0,4.8,0.4,0.01,0.07,116.0
POINT (-113.763217 51.193511),1478,3348,51.193511,-113.763217,1175495,368.0,40.0,0.05,0.05,8.6,366.0,1650.0,2.7,39.0,15.3,0.0618,1.23,851.0,11.4,521.0,1.62,2.5,11.6,0.07,91.6
POINT (-113.763943 51.193254),596,1707,51.193254,-113.763943,1075387,347.0,13.0,0.05,0.05,8.6,396.0,1410.0,3.5,29.0,15.2,0.01,0.01,693.0,7.7,483.0,1.5,2.4,0.06,0.07,98.5
POINT (-113.771 51.20591),11568,11261,51.20591,-113.771,1214073,404.0,10.0,0.01,0.01,8.8,467.0,504.0,5.0,6.48,24.3,0.003,0.01,4.6,2.1,226.0,0.9,0.3,0.04,0.01,1.1
POINT (-113.773386 51.182929),3692,1559,51.182929,-113.773386,1072619,384.0,5.0,0.05,0.4,8.0,468.0,3090.0,0.2,727.0,10.0,0.3,0.3,1860.0,162.0,737.0,5.3,78.4,0.4,0.4,100.0
POINT (-113.774454 51.184271),7723,6290,51.184271,-113.774454,1072555,351.0,5.0,0.05,0.14,8.3,428.0,1320.0,1.9,20.0,9.7,0.02,0.01,643.0,5.7,443.0,1.9,1.5,4.69,0.14,94.9
POINT (-113.77811 51.190813),8308,1219,51.190813,-113.77811,1071811,501.0,5.0,0.08,0.16,8.3,606.0,1820.0,0.9,67.0,3.1,0.03,0.04,839.0,19.1,644.0,2.6,4.8,0.61,0.23,107.0
POINT (-113.777689 51.191192),2299,1155,51.191192,-113.777689,1071815,495.0,5.0,0.05,0.05,8.1,603.0,2310.0,0.8,204.0,4.1,0.11,3.29,1180.0,50.6,758.0,4.0,18.8,8.81,0.07,107.0
POINT (-113.782403 51.185557),585,1498,51.185557,-113.782403,1075311,372.0,5.0,0.05,13.7,7.4,454.0,1050.0,0.2,313.0,6.1,0.01,0.06,380.0,80.0,269.0,3.8,27.6,0.22,13.7,109.0
POINT (-113.782576 51.185823),586,1169,51.185823,-113.782576,1075315,393.0,5.0,0.05,21.5,7.5,480.0,1060.0,0.3,241.0,19.8,0.01,0.05,342.0,54.0,286.0,4.8,25.7,0.01,21.5,102.0
POINT (-113.781326 51.185745),587,1899,51.185745,-113.781326,1075327,418.0,5.0,0.06,13.4,7.7,510.0,1130.0,0.8,113.0,6.9,0.01,0.01,391.0,28.5,376.0,2.8,10.2,0.16,13.4,106.0
POINT (-113.774879 51.17944),3691,1704,51.17944,-113.774879,1072615,416.0,13.0,0.05,0.05,8.6,480.0,968.0,2.3,10.0,7.4,0.01,0.01,341.0,2.7,363.0,1.0,0.7,0.01,0.07,102.0
POINT (-113.773517 51.175578),2298,6238,51.175578,-113.773517,1071799,373.0,8.0,0.05,0.05,8.4,439.0,1620.0,1.5,55.0,10.1,0.01,0.02,791.0,16.3,571.0,2.2,3.4,0.12,0.07,107.0
POINT (-113.766534 51.181788),3681,1110,51.181788,-113.766534,1072559,346.0,5.0,0.07,6.8,7.6,422.0,3910.0,1.8,628.0,23.8,0.07,0.11,2390.0,150.0,1040.0,7.1,61.5,1.93,6.86,100.0
POINT (-113.74785 51.177317),2300,1550,51.177317,-113.74785,1071819,305.0,5.0,0.05,0.05,8.3,372.0,2930.0,0.5,472.0,9.6,0.26,0.69,1750.0,123.0,820.0,3.3,40.0,4.05,0.07,105.0
POINT (-113.750589 51.17862),3689,1165,51.17862,-113.750589,1072607,378.0,13.0,0.05,0.05,8.6,436.0,1240.0,2.0,11.0,7.7,0.01,0.02,578.0,3.0,420.0,1.3,0.8,0.07,0.07,92.9
POINT (-113.748326 51.185797),695,5293,51.185797,-113.748326,1071807,300.0,5.0,0.05,0.05,8.3,362.0,1290.0,0.5,172.0,4.4,0.05,0.41,689.0,40.1,351.0,2.6,17.4,0.87,0.07,91.9
POINT (-113.7406 51.18474),6014,11018,51.18474,-113.7406,1206677,384.0,5.3,0.05,0.05,8.35,458.0,721.0,4.55,18.2,16.1,0.0143,0.03,192.0,5.86,270.0,0.93,0.86,2.06,0.071,98.0
POINT (-113.733128 51.191567),1467,7167,51.191567,-113.733128,1175423,376.0,27.0,0.05,0.05,9.0,403.0,482.0,5.0,8.0,58.7,0.03,0.04,0.5,2.4,189.0,0.7,0.4,0.13,0.07,89.1
POINT (-113.73469 51.18391),8426,12797,51.18391,-113.73469,1206653,427.0,12.9,0.05,0.05,8.56,494.0,578.0,4.46,10.3,28.4,0.005,0.03,48.9,3.27,235.0,0.93,0.53,0.03,0.071,98.8
POINT (-113.73576 51.18414),8427,9280,51.18414,-113.73576,1206657,426.0,18.3,0.05,0.05,8.71,483.0,507.0,4.33,6.2,27.8,0.005,0.03,0.5,1.99,216.0,0.78,0.29,0.76,0.071,100.0
POINT (-113.73917 51.184),6519,8976,51.184,-113.73917,1206681,467.0,5.0,0.05,0.05,8.23,570.0,609.0,4.52,14.3,9.88,0.0554,0.111,63.0,4.55,245.0,0.94,0.72,0.52,0.071,98.2
POINT (-113.72962 51.194699),8950,8187,51.194699,-113.72962,1175291,387.0,5.0,0.05,8.32,7.3,472.0,2160.0,0.2,935.0,34.7,0.21,0.02,1160.0,178.0,387.0,7.6,119.0,0.07,8.32,107.0
POINT (-113.728886 51.196124),14854,14854,51.196124,-113.728886,1218112,460.0,12.0,0.2,0.1,9.0,440.0,534.0,6.07,6.6,106.0,0.05,0.1,0.5,1.8,211.0,1.0,1.0,0.1,1.6,76.0
POINT (-113.748331 51.213293),3695,1705,51.213293,-113.748331,1072631,370.0,11.0,0.05,0.05,8.6,429.0,708.0,2.5,17.0,9.4,0.01,0.19,191.0,4.8,276.0,1.1,1.1,0.83,0.07,105.0
POINT (-113.750347 51.213479),1085,1561,51.213479,-113.750347,1075523,646.0,5.0,0.05,5.08,7.6,789.0,3740.0,0.1,973.0,92.9,0.04,0.01,2070.0,195.0,850.0,4.8,118.0,0.04,5.08,95.8
POINT (-113.747191 51.213084),3873,7922,51.213084,-113.747191,1174979,408.0,22.0,0.05,0.05,8.8,452.0,567.0,4.7,7.0,13.8,0.01,0.08,76.0,2.3,224.0,0.8,0.3,0.19,0.07,95.6
POINT (-113.747389 51.21594),9859,3529,51.21594,-113.747389,1174975,299.0,5.0,0.05,2.8,7.2,365.0,1170.0,0.1,787.0,16.4,0.01,0.01,574.0,185.0,116.0,5.7,79.0,0.02,2.8,112.0
POINT (-113.753169 51.233594),1441,3344,51.233594,-113.753169,1175247,258.0,5.0,0.05,0.05,7.8,315.0,816.0,2.1,5.0,9.5,0.01,0.09,301.0,1.4,346.0,1.1,0.3,0.62,0.07,128.0
POINT (-113.753685 51.233115),1442,5177,51.233115,-113.753685,1175251,257.0,5.0,0.05,0.05,7.4,314.0,2160.0,0.4,325.0,10.5,0.15,1.13,1240.0,87.5,640.0,4.3,25.8,2.82,0.07,110.0
POINT (-113.749947 51.244185),1436,3029,51.244185,-113.749947,1175215,334.0,9.0,0.05,0.05,8.5,389.0,1520.0,0.8,27.0,8.4,0.02,0.11,763.0,7.7,534.0,2.0,1.9,0.86,0.07,104.0
POINT (-113.7499 51.24424),13173,13173,51.24424,-113.7499,1215344,338.0,5.0,0.05,0.11,7.9,413.0,1810.0,0.6,131.0,15.0,0.063,0.16,957.0,36.3,584.0,2.9,9.9,5.57,0.11,1.0
POINT (-113.750785 51.240702),3918,3070,51.240702,-113.750785,1175047,363.0,5.0,0.05,0.05,8.1,443.0,1560.0,0.4,142.0,7.5,0.07,0.03,774.0,39.7,502.0,3.5,10.5,0.16,0.07,105.0
POINT (-113.738923 51.24243),9862,3026,51.24243,-113.738923,1175055,392.0,5.0,0.05,0.05,8.1,478.0,1490.0,0.3,209.0,7.5,0.06,0.69,759.0,54.2,413.0,3.3,17.9,1.09,0.07,93.1
POINT (-113.72474 51.24038),11801,10829,51.24038,-113.72474,1214681,356.0,5.0,0.1,0.1,7.7,434.0,1650.0,0.1,102.0,21.7,0.039,0.19,865.0,29.7,509.0,2.4,6.7,0.21,0.1,0.9
POINT (-113.724714 51.240343),1445,3532,51.240343,-113.724714,1175271,373.0,5.0,0.05,0.05,8.1,455.0,1680.0,0.9,96.0,10.4,0.038,0.185,834.0,29.3,568.0,4.0,5.6,0.55,0.07,106.0
POINT (-113.72984 51.211495),1427,6387,51.211495,-113.72984,1175159,382.0,5.0,0.05,0.05,7.2,466.0,799.0,4.2,54.0,10.8,0.04,0.64,188.0,12.8,348.0,0.9,5.3,2.55,0.07,135.05
POINT (-113.729019 51.21334),1440,4479,51.21334,-113.729019,1175243,425.0,5.0,0.08,2.66,8.0,519.0,987.0,2.8,207.0,18.2,0.37,1.68,360.0,47.1,268.0,2.2,21.7,2.01,2.74,94.0
POINT (-113.725142 51.211956),9968,5041,51.211956,-113.725142,1175239,354.0,5.0,0.05,0.05,8.3,432.0,543.0,5.1,4.0,77.6,0.01,0.06,0.5,1.2,246.0,0.9,0.2,0.18,0.07,113.0
POINT (-113.708165 51.215229),8417,2047,51.215229,-113.708165,1175235,428.0,5.0,0.05,0.46,7.2,522.0,803.0,4.9,106.0,18.4,0.02,0.08,236.0,13.2,253.0,1.3,17.7,0.18,0.46,92.1
POINT (-113.701242 51.235429),1475,3538,51.235429,-113.701242,1175475,371.0,5.0,0.05,0.05,7.5,453.0,1400.0,2.5,31.0,13.1,0.005,0.145,687.0,8.23,476.0,1.63,2.59,0.24,0.07,96.1
POINT (-113.701328 51.23548),14939,14939,51.23548,-113.701328,1218197,342.0,6.3,0.05,0.1,8.38,404.0,1470.0,2.29,31.5,12.7,0.005,0.106,724.0,8.37,510.0,1.87,2.57,0.138,0.11,102.0
POINT (-113.701838 51.21919),1439,5537,51.21919,-113.701838,1175231,285.0,5.0,0.05,0.23,7.8,348.0,2050.0,1.7,68.0,15.0,0.03,0.66,1160.0,20.3,672.0,2.4,4.1,0.89,0.23,101.0
POINT (-113.707131 51.215676),9969,2048,51.215676,-113.707131,1175255,415.0,5.0,0.05,0.05,7.5,507.0,483.0,5.2,4.0,10.6,0.01,0.01,5.2,1.1,211.0,0.6,0.2,0.08,0.07,103.0
POINT (-113.703858 51.195992),8946,7924,51.195992,-113.703858,1175099,433.0,5.0,0.16,23.4,8.0,528.0,3110.0,0.4,981.0,101.0,0.11,0.3,1640.0,223.0,620.0,53.9,103.0,0.47,23.5,101.0
POINT (-113.723547 51.193465),16002,16002,51.193465,-113.723547,1219246,265.0,5.0,0.05,0.48,8.0,323.0,4010.0,0.1,590.0,18.7,0.217,0.149,2660.0,138.0,966.0,4.9,59.5,9.23,0.48,88.1
POINT (-113.70177 51.18217),12496,12187,51.18217,-113.70177,1212197,353.0,5.0,0.01,0.2,8.5,431.0,540.0,5.0,6.98,14.9,0.005,0.01,74.6,2.3,230.0,0.9,0.3,1.44,0.2,1.1
POINT (-113.705206 51.165531),13930,13930,51.165531,-113.705206,1216097,403.0,50.1,0.05,0.05,8.81,390.0,572.0,4.73,9.2,22.2,0.005,0.043,72.0,2.62,227.0,0.78,0.65,0.769,0.071,96.6
POINT (-113.70522 51.16554),14846,14846,51.16554,-113.70522,1218104,520.0,24.0,0.2,0.1,8.4,480.0,572.0,4.98,6.6,30.1,0.05,0.1,91.1,1.8,265.0,1.0,1.0,0.1,0.4,88.6
POINT (-113.702668 51.165194),14862,14862,51.165194,-113.702668,1218120,357.0,24.0,0.2,0.1,8.9,317.0,547.0,5.07,6.6,119.0,0.05,0.1,0.5,2.0,228.0,1.0,1.0,0.1,0.4,95.4
POINT (-113.702685 51.165239),13945,13945,51.165239,-113.702685,1216111,367.0,19.7,0.05,0.05,8.81,408.0,513.0,4.47,6.2,76.0,0.005,0.03,0.5,1.89,209.0,0.6,0.37,0.03,0.071,94.9
POINT (-113.70238 51.16273),13921,13921,51.16273,-113.70238,1216088,288.0,5.2,0.05,0.05,8.43,340.0,788.0,3.09,11.6,215.0,0.05,0.3,94.3,4.66,298.0,5.0,1.0,0.054,0.071,94.7
POINT (-113.727364 51.118433),14728,14728,51.118433,-113.727364,1217988,371.0,8.2,0.1,0.25,8.47,435.0,1590.0,1.62,38.1,10.5,0.0059,0.03,811.0,10.4,534.0,1.76,2.94,0.058,0.27,97.4
POINT (-113.727364 51.118479),9331,7983,51.118479,-113.727364,1203877,377.0,11.1,0.05,0.07,8.5,437.0,1640.0,1.99,37.9,11.4,0.025,0.15,867.0,10.4,520.0,2.5,2.9,0.77,0.071,90.0
POINT (-113.728779 51.102435),10088,3387,51.102435,-113.728779,1175787,377.0,20.0,0.05,0.05,8.7,419.0,550.0,4.3,7.0,88.8,0.005,0.05,18.0,2.12,210.0,0.5,0.47,3.41,0.07,87.2
POINT (-113.727853 51.102484),8175,10024,51.102484,-113.727853,1200679,560.0,5.0,0.09,9.65,7.9,684.0,2000.0,0.1,684.0,15.2,0.0898,0.206,1030.0,131.0,354.0,5.3,86.7,0.237,9.74,86.5
POINT (-113.694281 51.127827),15691,15691,51.127827,-113.694281,1218941,342.0,13.6,0.05,0.1,8.64,390.0,885.0,3.03,29.8,10.5,0.005,0.03,340.0,8.54,312.0,4.11,2.05,0.03,0.11,99.2
POINT (-113.692953 51.124664),4587,2289,51.124664,-113.692953,1068287,300.0,6.5,0.003,0.014,8.43,352.0,1810.0,1.66,96.0,12.5,0.019,0.01,1020.0,29.9,557.0,2.3,5.1,0.27,0.014,95.0
POINT (-113.694363 51.12751),4588,28,51.12751,-113.694363,1068291,348.0,3.6,0.008,0.018,8.37,417.0,1250.0,2.94,72.0,11.4,0.015,0.01,574.0,21.4,420.0,1.5,4.6,0.35,0.026,102.0
POINT (-113.694231 51.123529),15690,15690,51.123529,-113.694231,1218940,334.0,5.0,0.05,0.1,8.06,408.0,2420.0,0.35,437.0,22.4,0.2,0.303,1410.0,116.0,628.0,4.6,35.7,0.314,0.11,98.5
POINT (-113.703419 51.116148),1809,203,51.116148,-113.703419,1065047,451.0,27.0,0.05,0.05,8.9,495.0,512.0,4.5,2.0,16.1,0.01,0.01,15.5,0.6,204.0,0.7,0.1,0.02,0.07,89.1
POINT (-113.70351 51.115759),1808,63,51.115759,-113.70351,1065043,536.0,5.0,0.05,0.05,8.2,654.0,2300.0,0.2,383.0,11.3,0.11,0.09,1200.0,83.6,637.0,4.2,42.4,0.09,0.07,98.5
POINT (-113.704145 51.103629),2683,2606,51.103629,-113.704145,1159083,548.0,5.0,0.05,0.05,8.1,668.0,2090.0,0.2,500.0,6.3,0.09,0.09,1030.0,103.0,553.0,5.6,58.9,0.11,0.07,105.0
POINT (-113.67772 51.10359),9796,11788,51.10359,-113.67772,1214125,285.0,5.0,0.05,0.05,8.5,339.0,1060.0,2.2,23.9,19.0,0.008,0.02,479.0,7.6,381.0,1.0,1.2,0.04,0.05,1.0
POINT (-113.677791 51.10342),9717,10148,51.10342,-113.677791,1202333,304.0,10.0,0.05,0.05,8.57,349.0,1100.0,2.9,24.0,15.6,0.025,0.15,526.0,7.85,367.0,2.5,1.13,0.309,0.07,93.5
POINT (-113.692104 51.126762),15692,15692,51.126762,-113.692104,1218942,392.0,5.0,0.05,3.71,7.76,479.0,3960.0,0.17,1370.0,24.4,0.005,0.03,2490.0,235.0,764.0,8.09,190.0,0.03,3.71,100.0
POINT (-113.685249 51.132628),15792,15792,51.132628,-113.685249,1219038,271.0,6.1,0.05,0.1,8.5,318.0,1540.0,1.45,34.5,16.5,0.0167,0.044,855.0,11.4,488.0,1.17,1.46,0.033,0.11,92.4
POINT (-113.674283 51.127054),15694,15694,51.127054,-113.674283,1218944,297.0,14.2,0.05,0.1,8.72,334.0,968.0,3.72,18.6,11.2,0.0189,0.102,421.0,5.96,346.0,1.14,0.91,0.478,0.11,101.0
POINT (-113.674089 51.125683),15693,15693,51.125683,-113.674089,1218943,306.0,8.8,0.05,0.1,8.5,356.0,1350.0,3.68,160.0,12.5,0.0243,0.057,617.0,43.7,476.0,1.96,12.3,0.936,0.11,123.0
POINT (-113.675869 51.132001),15695,15695,51.132001,-113.675869,1218945,499.0,5.0,0.05,0.1,7.88,609.0,2770.0,0.27,492.0,25.4,0.426,9.16,1550.0,132.0,722.0,4.93,39.4,8.82,0.11,96.2
POINT (-113.654604 51.102395),6546,11397,51.102395,-113.654604,1193331,178.0,13.0,0.05,0.05,8.88,191.0,646.0,6.3,33.0,155.0,0.0177,0.052,126.0,9.66,239.0,0.58,2.2,0.764,0.07,102.0
POINT (-113.654603 51.102435),1195,95,51.102435,-113.654603,1068235,169.0,11.7,0.003,0.003,8.85,182.0,643.0,5.78,23.0,162.0,0.012,0.02,125.0,6.7,241.0,0.5,1.5,0.46,0.003,101.0
POINT (-113.65462 51.10243),13295,13295,51.10243,-113.65462,1215465,163.0,5.0,0.05,0.1,8.9,199.0,576.0,6.5,20.3,163.0,0.009,0.01,69.9,6.0,230.0,0.5,1.3,0.39,0.1,1.1
POINT (-113.65273 51.10648),12487,12185,51.10648,-113.65273,1212161,254.0,5.0,0.01,3.6,7.6,310.0,4460.0,0.5,331.0,56.2,0.183,0.48,2800.0,109.0,1320.0,3.6,14.2,0.58,3.6,1.0
POINT (-113.65478 51.11013),10029,12162,51.11013,-113.65478,1209321,282.0,5.0,0.01,0.01,8.2,344.0,3160.0,0.1,206.0,31.8,0.047,0.46,1890.0,68.0,995.0,3.1,8.8,0.34,0.01,1.0
POINT (-113.654785 51.110103),3690,1450,51.110103,-113.654785,1072611,271.0,5.0,0.05,0.06,8.2,330.0,1530.0,3.0,94.0,35.2,0.02,0.01,787.0,30.4,503.0,1.7,4.4,9.45,0.07,104.0
POINT (-113.657352 51.110513),9247,1310,51.110513,-113.657352,1071803,249.0,21.0,0.05,0.05,9.1,261.0,551.0,2.1,4.0,102.0,0.03,0.01,81.2,1.2,215.0,0.3,0.2,7.82,0.07,97.7
POINT (-113.658147 51.112167),597,5305,51.112167,-113.658147,1075391,217.0,21.0,0.05,0.2,9.0,223.0,547.0,2.4,41.0,179.0,0.01,0.02,1.9,16.6,216.0,0.5,0.1,2.04,0.2,107.0
POINT (-113.658148 51.112168),13941,13941,51.112168,-113.658148,1216107,230.0,8.7,0.05,0.05,8.53,263.0,1590.0,1.95,133.0,162.0,0.092,0.3,812.0,42.4,429.0,5.0,6.7,2.13,0.071,81.5
POINT (-113.658219 51.112203),12047,8445,51.112203,-113.658219,1209529,241.0,19.8,0.05,0.05,8.95,253.0,558.0,2.5,6.4,180.0,0.005,0.03,1.23,2.23,227.0,0.52,0.21,3.14,0.071,99.7
POINT (-113.658202 51.116609),3693,1056,51.116609,-113.658202,1072623,226.0,8.0,0.05,0.05,8.5,258.0,2140.0,1.8,104.0,31.6,0.04,0.14,1240.0,27.7,694.0,2.4,8.4,0.78,0.07,103.0
POINT (-113.65779 51.11575),9795,11906,51.11575,-113.65779,1214121,254.0,5.0,0.01,0.01,8.3,307.0,1360.0,2.2,32.3,49.4,0.022,0.02,698.0,10.8,448.0,1.4,1.3,0.04,0.01,1.0
POINT (-113.652696 51.106495),10120,7315,51.106495,-113.652696,1195643,268.0,5.0,0.05,0.05,8.08,327.0,4360.0,0.6,309.0,12.7,0.173,0.38,2720.0,101.0,1350.0,5.0,13.9,0.438,0.07,104.0
POINT (-113.650307 51.107007),9023,2502,51.107007,-113.650307,1159111,284.0,5.0,0.05,0.07,8.2,347.0,4470.0,0.6,294.0,12.2,0.17,0.41,2840.0,96.5,1330.0,3.9,13.0,0.46,0.07,97.9
POINT (-113.631344 51.106919),5941,10755,51.106919,-113.631344,1213481,345.0,15.4,0.05,0.05,8.71,389.0,576.0,3.37,6.9,38.3,0.005,0.03,98.6,2.48,226.0,0.54,0.18,0.937,0.071,97.9
